web-scraper-order,web-scraper-start-url,info-box,info-box-href,name,mbti-evsi,mbti-svsn,mbti-tvsf,mbti-pvsj,enneagram-finder,insticnt-variant
"1615565875-1174","https://www.personality-database.com/personality_type/12","202 / 99   24   176  ENFP4w5Kiki   Majo no Takkyuubin","https://www.personality-database.com/profile/7748/kiki-majo-no-takkyuubin-mbti-personality-type","","E","N","F","P","4w5","so/sx"
"1615572098-2760","https://www.personality-database.com/personality_type/6","407 / 149   84   96  ISFP4w5Jonathan Byers   Stranger Things (2016)","https://www.personality-database.com/profile/3708/jonathan-byers-stranger-things-2016-mbti-personality-type","","I","S","F","P","4w5","sp/sx"
"1615571285-2494","https://www.personality-database.com/personality_type/7","287 / 165   55   100  ESTP8w7Kyouko Sakura   Mahou Shoujo Madoka★Magica","https://www.personality-database.com/profile/1316/kyouko-sakura-mahou-shoujo-madokamagica-mbti-personality-type","","E","S","T","P","8w7","sp/sx"
"1615566817-1386","https://www.personality-database.com/personality_type/11","196 / 105   20   187  INFP6w5Courage   Courage the Cowardly Dog (1999)","https://www.personality-database.com/profile/21446/courage-courage-the-cowardly-dog-1999-mbti-personality-type","","I","N","F","P","6w5","sp/so"
"1615562255-181","https://www.personality-database.com/personality_type/16","175 / 89   31   115  ENTJ8w7Rei Hino (Sailor Mars)   Bishoujo Senshi Sailor Moon","https://www.personality-database.com/profile/5248/rei-hino-sailor-mars-bishoujo-senshi-sailor-moon-mbti-personality-type","","E","N","T","J","8w7","sp/so"
"1615568416-1778","https://www.personality-database.com/personality_type/10","526 / 166   191   101  ENFJ6w7Mike Wheeler   Stranger Things (2016)","https://www.personality-database.com/profile/3703/mike-wheeler-stranger-things-2016-mbti-personality-type","","E","N","F","J","6w7","so/sx"
"1615562328-205","https://www.personality-database.com/personality_type/16","208 / 61   35   33  ENTJ1w9Count Dooku   Star Wars","https://www.personality-database.com/profile/1326/count-dooku-star-wars-mbti-personality-type","","E","N","T","J","1w9","so/sp"
"1615561891-59","https://www.personality-database.com/personality_type/16","91 / 45   6   29  ENTJ3w4Elizabeth I of England   Historical Figures (1500s)","https://www.personality-database.com/profile/29778/elizabeth-i-of-england-historical-figures-1500s-mbti-personality-type","","E","N","T","J","3w4","sp/so"
"1615568691-1848","https://www.personality-database.com/personality_type/9","119 / 41   15   35  INFJ6w7Mel Gibson   Actors (USA)","https://www.personality-database.com/profile/130/mel-gibson-actors-usa-mbti-personality-type","","E","N","F","J","6w7","sp/sx"
"1615568258-1741","https://www.personality-database.com/personality_type/10","258 / 105   106   61  ENFJ8w7Tupac Shakur   Musicians (USA, Male)","https://www.personality-database.com/profile/3871/tupac-shakur-musicians-usa-male-mbti-personality-type","","E","N","F","J","8w7","sx/sp"
"1615567464-1532","https://www.personality-database.com/personality_type/11","770 / 286   151   311  INFP9w1Luke Skywalker   Star Wars","https://www.personality-database.com/profile/37/luke-skywalker-star-wars-mbti-personality-type","","I","N","F","P","9w1","sp/so"
"1615562886-364","https://www.personality-database.com/personality_type/15","154 / 42   15   49  INTJ5w6Stephen Strange ""Doctor Strange""   Marvel Comics","https://www.personality-database.com/profile/2011/stephen-strange-doctor-strange-marvel-comics-mbti-personality-type","","I","N","T","J","5w6","sp/so"
"1615569992-2164","https://www.personality-database.com/personality_type/8","179 / 62   57   50  ISTP3w4Yuno Grinberryall   Black Clover","https://www.personality-database.com/profile/16775/yuno-grinberryall-black-clover-mbti-personality-type","","I","S","T","P","3w4","sp/sx"
"1615567839-1635","https://www.personality-database.com/personality_type/10","109 / 20   9   15  ENFJ2w1The Oracle   The Matrix Trilogy (The Matrix)","https://www.personality-database.com/profile/6955/the-oracle-the-matrix-trilogy-the-matrix-mbti-personality-type","","E","N","F","J","2w1","so/sp"
"1615572007-2734","https://www.personality-database.com/personality_type/6","278 / 143   148   90  ISFP4w3Lil Peep   Musicians (USA, Male)","https://www.personality-database.com/profile/10687/lil-peep-musicians-usa-male-mbti-personality-type","","I","S","F","P","4w3","sx/sp"
"1615572445-2868","https://www.personality-database.com/personality_type/5","144 / 71   24   53  ESFP7w6Kokoro Tsurumaki   BanG Dream! Girls Band Party! (Bandori)","https://www.personality-database.com/profile/25320/kokoro-tsurumaki-bang-dream-girls-band-party-bandori-mbti-personality-type","","E","S","F","P","7w6","so/sx"
"1615570616-2307","https://www.personality-database.com/personality_type/7","109 / 36   11   26  ESTP7w8Betelgeuse   Beetlejuice (1988)","https://www.personality-database.com/profile/6541/betelgeuse-beetlejuice-1988-mbti-personality-type","","E","S","T","P","7w8","so/sx"
"1615574354-3516","https://www.personality-database.com/personality_type/3","333 / 146   93   77  ISFJ9w1Brian Johnson   The Breakfast Club (1985)","https://www.personality-database.com/profile/2925/brian-johnson-the-breakfast-club-1985-mbti-personality-type","","I","S","F","J","9w1","so/sp"
"1615566189-1241","https://www.personality-database.com/personality_type/12","369 / 101   69   85  ENFP2w3Marshall Eriksen   How I Met Your Mother (2005)","https://www.personality-database.com/profile/1957/marshall-eriksen-how-i-met-your-mother-2005-mbti-personality-type","","E","N","F","P","2w3","so/sx"
"1615572410-2858","https://www.personality-database.com/personality_type/5","136 / 67   30   15  ESFP3w4Devi Vishwakumar   Never Have I Ever","https://www.personality-database.com/profile/126605/devi-vishwakumar-never-have-i-ever-mbti-personality-type","","E","S","F","P","3w4","so/sp"
"1615569212-1973","https://www.personality-database.com/personality_type/9","273 / 81   54   91  INFJ4w3Gellert Grindelwald   Harry Potter / Wizarding World Films","https://www.personality-database.com/profile/16838/gellert-grindelwald-harry-potter-wizarding-world-films-mbti-personality-type","","I","N","F","J","4w3","sx/so"
"1615575531-3941","https://www.personality-database.com/personality_type/1","179 / 101   42   57  ISTJ8w9Avatar Kyoshi   Avatar: The Last Airbender (2005)","https://www.personality-database.com/profile/43941/avatar-kyoshi-avatar-the-last-airbender-2005-mbti-personality-type","","I","S","T","J","8w9","sp/sx"
"1615569588-2052","https://www.personality-database.com/personality_type/8","107 / 47   6   73  ISTP8w9Haruka Tenou (Sailor Uranus)   Bishoujo Senshi Sailor Moon","https://www.personality-database.com/profile/5416/haruka-tenou-sailor-uranus-bishoujo-senshi-sailor-moon-mbti-personality-type","","I","S","T","P","8w9","sp/sx"
"1615575768-4021","https://www.personality-database.com/personality_type/1","432 / 186   156   90  ISTJ3w2Amy Santiago   Brooklyn Nine-Nine","https://www.personality-database.com/profile/5728/amy-santiago-brooklyn-ninenine-mbti-personality-type","","I","S","T","J","3w2","sp/so"
"1615570038-2176","https://www.personality-database.com/personality_type/8","191 / 65   36   92  ISTP9w8Hyakkimaru   Dororo","https://www.personality-database.com/profile/27516/hyakkimaru-dororo-mbti-personality-type","","I","S","T","P","9w8","sp/sx"
"1615573496-3233","https://www.personality-database.com/personality_type/4","208 / 102   23   19  ESFJ2w3Margaret “Meg” March   Little Women (2019)","https://www.personality-database.com/profile/77750/margaret-meg-march-little-women-2019-mbti-personality-type","","E","S","F","J","2w3","so/sx"
"1615570677-2321","https://www.personality-database.com/personality_type/7","113 / 40   3   12  ESTP3w4Prince Charming   Shrek (Franchise)","https://www.personality-database.com/profile/3447/prince-charming-shrek-franchise-mbti-personality-type","","E","S","T","P","3w4","so/sx"
"1615572744-2965","https://www.personality-database.com/personality_type/5","256 / 128   77   53  ESFP7w8Maddy Perez   Euphoria (2019)","https://www.personality-database.com/profile/42820/maddy-perez-euphoria-2019-mbti-personality-type","","E","S","F","P","7w8","sx/so"
"1615575169-3799","https://www.personality-database.com/personality_type/1","93 / 44   7   12  ISTJ1w9Queen Elizabeth II   The Crown (2016)","https://www.personality-database.com/profile/27507/queen-elizabeth-ii-the-crown-2016-mbti-personality-type","","I","S","T","J","1w9","so/sp"
"1615567285-1492","https://www.personality-database.com/personality_type/11","416 / 156   80   173  INFP7w6Alluka Zoldyck   Hunter X Hunter","https://www.personality-database.com/profile/7303/alluka-zoldyck-hunter-x-hunter-mbti-personality-type","","I","N","F","P","7w6","so/sx"
"1615565016-966","https://www.personality-database.com/personality_type/13","297 / 141   65   110  INTP5w6René Descartes   Philosophy","https://www.personality-database.com/profile/11922/ren-descartes-philosophy-mbti-personality-type","","I","N","T","P","5w6","sp/so"
"1615571323-2505","https://www.personality-database.com/personality_type/7","341 / 175   101   85  ESTP8w7Damon Salvatore   The Vampire Diaries","https://www.personality-database.com/profile/2428/damon-salvatore-the-vampire-diaries-mbti-personality-type","","E","S","T","P","8w7","sx/so"
"1615567377-1512","https://www.personality-database.com/personality_type/11","508 / 229   335   348  INFP9w1Adrien Agreste “Chat Noir”   Miraculous: Tales of Ladybug & Cat Noir (2015)","https://www.personality-database.com/profile/6854/adrien-agreste-chat-noir-miraculous-tales-of-ladybug-cat-noir-2015-mbti-personality-type","","I","N","F","P","9w1","sp/sx"
"1615568011-1682","https://www.personality-database.com/personality_type/10","154 / 91   18   91  ENFJ4w3Neil Perry   Dead Poets Society (1989)","https://www.personality-database.com/profile/12063/neil-perry-dead-poets-society-1989-mbti-personality-type","","E","N","F","J","4w3","so/sx"
"1615570946-2386","https://www.personality-database.com/personality_type/7","140 / 44   30   41  ESTP8w7P!nk   Musicians (USA, Female)","https://www.personality-database.com/profile/1005/pnk-musicians-usa-female-mbti-personality-type","","E","S","T","P","8w7","sx/so"
"1615573245-3142","https://www.personality-database.com/personality_type/4","100 / 45   34   5  ESFJ2w3Miki Kawai   Koe no Katachi","https://www.personality-database.com/profile/14033/miki-kawai-koe-no-katachi-mbti-personality-type","","E","S","F","J","2w3","so/sp"
"1615562535-260","https://www.personality-database.com/personality_type/16","405 / 209   242   161  ENTJ8w9Mustafa KemaI Atatürk   Historical Figures (1900s)","https://www.personality-database.com/profile/9035/mustafa-kemai-atatrk-historical-figures-1900s-mbti-personality-type","","E","N","T","J","8w9","so/sx"
"1615569982-2161","https://www.personality-database.com/personality_type/8","173 / 79   24   22  ISTP9w8Darryl Philbin   The Office (US) (2005)","https://www.personality-database.com/profile/28/darryl-philbin-the-office-us-2005-mbti-personality-type","","I","S","T","P","9w8","sp/sx"
"1615575494-3929","https://www.personality-database.com/personality_type/1","161 / 49   4   31  ISTJ6w5Hope Van Dyne “Wasp”   Marvel Cinematic Universe","https://www.personality-database.com/profile/2703/hope-van-dyne-wasp-marvel-cinematic-universe-mbti-personality-type","","I","S","T","J","6w5","sx/sp"
"1615573811-3332","https://www.personality-database.com/personality_type/3","92 / 41   26   7  ISFJ1w9Prince William, Duke of Cambridge   Royal Family","https://www.personality-database.com/profile/18696/prince-william-duke-of-cambridge-royal-family-mbti-personality-type","","I","S","F","J","1w9","sx/so"
"1615563062-412","https://www.personality-database.com/personality_type/15","192 / 89   46   91  INTJ5w4Maki Nishikino   Love Live! School Idol Project","https://www.personality-database.com/profile/5527/maki-nishikino-love-live-school-idol-project-mbti-personality-type","","I","N","T","J","5w4","sp/sx"
"1615568542-1807","https://www.personality-database.com/personality_type/9","99 / 40   17   71  INFJ9w1Kumiko Oumae   Hibike! Euphonium","https://www.personality-database.com/profile/6823/kumiko-oumae-hibike-euphonium-mbti-personality-type","","I","N","F","J","9w1","so/sp"
"1615573874-3356","https://www.personality-database.com/personality_type/3","100 / 41   6   15  ISFJ9w1Wendy Torrance   The Shining (1980)","https://www.personality-database.com/profile/9924/wendy-torrance-the-shining-1980-mbti-personality-type","","I","S","F","J","9w1","sp/sx"
"1615573726-3297","https://www.personality-database.com/personality_type/3","82 / 56   15   19  ISFJ9w1Ghostbur (Dream SMP)   Online Fictional Characters","https://www.personality-database.com/profile/252823/ghostbur-dream-smp-online-fictional-characters-mbti-personality-type","","I","S","F","J","9w1","so/sp"
"1615563457-517","https://www.personality-database.com/personality_type/15","617 / 209   266   116  INTJ5w6Mark Zuckerberg   Technology","https://www.personality-database.com/profile/446/mark-zuckerberg-technology-mbti-personality-type","","I","N","T","J","5w6","sp/so"
"1615574377-3524","https://www.personality-database.com/personality_type/3","402 / 146   111   69  ISFJ3w4Beyoncé   Musicians (USA, Female)","https://www.personality-database.com/profile/563/beyonc-musicians-usa-female-mbti-personality-type","","I","S","F","J","3w4","sp/sx"
"1615572206-2788","https://www.personality-database.com/personality_type/6","1403 / 628   1022   459  ISFP6w7Eren Yeager   Shingeki no Kyojin","https://www.personality-database.com/profile/806/eren-yeager-shingeki-no-kyojin-mbti-personality-type","","I","S","F","P","6w7","sx/so"
"1615571509-2566","https://www.personality-database.com/personality_type/6","109 / 53   7   62  ISFP6w5Kanon Matsubara   BanG Dream! Girls Band Party! (Bandori)","https://www.personality-database.com/profile/25323/kanon-matsubara-bang-dream-girls-band-party-bandori-mbti-personality-type","","I","S","F","P","6w5","sp/sx"
"1615567130-1458","https://www.personality-database.com/personality_type/11","319 / 177   96   211  INFP4w5Albert Camus   Philosophy","https://www.personality-database.com/profile/5940/albert-camus-philosophy-mbti-personality-type","","I","N","F","P","4w5","sp/sx"
"1615564238-735","https://www.personality-database.com/personality_type/14","443 / 163   172   291  ENTP3w4Yato   Noragami","https://www.personality-database.com/profile/1330/yato-noragami-mbti-personality-type","","E","N","T","P","3w4","so/sx"
"1615562086-127","https://www.personality-database.com/personality_type/16","128 / 48   22   37  ENTJ8w9Atem   Yu-Gi-Oh! Duel Monsters","https://www.personality-database.com/profile/8412/atem-yugioh-duel-monsters-mbti-personality-type","","E","N","T","J","8w9","so/sx"
"1615563395-503","https://www.personality-database.com/personality_type/15","491 / 261   82   270  INTJ1w9Diluc   Genshin Impact","https://www.personality-database.com/profile/198399/diluc-genshin-impact-mbti-personality-type","","I","N","T","J","1w9","sp/so"
"1615564464-802","https://www.personality-database.com/personality_type/13","107 / 40   16   30  INTP5w4Solas   Dragon Age","https://www.personality-database.com/profile/9898/solas-dragon-age-mbti-personality-type","","I","N","T","P","5w4","sp/sx"
"1615566589-1331","https://www.personality-database.com/personality_type/11","150 / 47   9   52  INFP9w1Faramir   The Lord of the Rings","https://www.personality-database.com/profile/598/faramir-the-lord-of-the-rings-mbti-personality-type","","I","N","F","P","9w1","sp/so"
"1615567098-1452","https://www.personality-database.com/personality_type/11","306 / 125   118   130  INFP2w1Kenzo Tenma   Monster","https://www.personality-database.com/profile/7176/kenzo-tenma-monster-mbti-personality-type","","I","N","F","P","2w1","so/sp"
"1615566070-1213","https://www.personality-database.com/personality_type/12","267 / 115   130   35  ENFP6w7Alex Jones   Political Commentators","https://www.personality-database.com/profile/13164/alex-jones-political-commentators-mbti-personality-type","","E","N","F","P","6w7","sx/so"
"1615568136-1713","https://www.personality-database.com/personality_type/10","192 / 50   38   106  ENFJ6w7Emma Stone   Actresses (USA)","https://www.personality-database.com/profile/971/emma-stone-actresses-usa-mbti-personality-type","","E","N","F","J","6w7","so/sx"
"1615575276-3841","https://www.personality-database.com/personality_type/1","108 / 47   11   40  ISTJ1w2Azusa Nakano   K-On!","https://www.personality-database.com/profile/5882/azusa-nakano-kon-mbti-personality-type","","I","S","T","J","1w2","sp/sx"
"1615568643-1838","https://www.personality-database.com/personality_type/9","115 / 42   10   74  INFJ1w2Kagaya Ubuyashiki   Kimetsu no Yaiba","https://www.personality-database.com/profile/56452/kagaya-ubuyashiki-kimetsu-no-yaiba-mbti-personality-type","","I","N","F","J","1w2","so/sp"
"1615574297-3497","https://www.personality-database.com/personality_type/3","275 / 119   56   76  ISFJ2w3Asami Sato   The Legend of Korra (2012)","https://www.personality-database.com/profile/1949/asami-sato-the-legend-of-korra-2012-mbti-personality-type","","I","S","F","J","2w3","sp/so"
"1615569854-2131","https://www.personality-database.com/personality_type/8","146 / 48   15   46  ISTP6w5Jamie   The Haunting of Bly Manor (2020)","https://www.personality-database.com/profile/201931/jamie-the-haunting-of-bly-manor-2020-mbti-personality-type","","I","S","T","P","6w5","sp/sx"
"1615565803-1156","https://www.personality-database.com/personality_type/12","187 / 72   42   53  ENFP7w6Philip “Phil” Dunphy   Modern Family (2009)","https://www.personality-database.com/profile/4915/philip-phil-dunphy-modern-family-2009-mbti-personality-type","","E","N","F","P","7w6","so/sx"
"1615573296-3160","https://www.personality-database.com/personality_type/4","116 / 57   9   23  ESFJ2w3Amy Rose   Sonic the Hedgehog","https://www.personality-database.com/profile/6372/amy-rose-sonic-the-hedgehog-mbti-personality-type","","E","S","F","J","2w3","so/sx"
"1615572441-2867","https://www.personality-database.com/personality_type/5","143 / 54   16   42  ESFP4w3Elton John   Musicians (United Kingdom & Ireland)","https://www.personality-database.com/profile/994/elton-john-musicians-united-kingdom-ireland-mbti-personality-type","","E","S","F","P","4w3","sx/so"
"1615570744-2335","https://www.personality-database.com/personality_type/7","117 / 45   25   24  ESTP8w7Kisame Hoshigaki   Naruto Shippūden","https://www.personality-database.com/profile/6843/kisame-hoshigaki-naruto-shippden-mbti-personality-type","","E","S","T","P","8w7","so/sx"
"1615575117-3782","https://www.personality-database.com/personality_type/2","557 / 135   135   93  ESTJ1w9Mycroft Holmes   Sherlock (2010)","https://www.personality-database.com/profile/583/mycroft-holmes-sherlock-2010-mbti-personality-type","","E","S","T","J","1w9","sp/so"
"1615565595-1099","https://www.personality-database.com/personality_type/12","141 / 60   47   79  ENFP8w7Kamina   Tengen Toppa Gurren Lagann","https://www.personality-database.com/profile/7828/kamina-tengen-toppa-gurren-lagann-mbti-personality-type","","E","N","F","P","8w7","sx/so"
"1615564630-862","https://www.personality-database.com/personality_type/13","145 / 79   11   86  INTP4w5Ritsu Sakuma   Ensemble Stars!","https://www.personality-database.com/profile/18037/ritsu-sakuma-ensemble-stars-mbti-personality-type","","I","N","T","P","4w5","sp/sx"
"1615564407-784","https://www.personality-database.com/personality_type/14","976 / 431   128   352  ENTP7w8Ryuk   Death Note","https://www.personality-database.com/profile/1531/ryuk-death-note-mbti-personality-type","","E","N","T","P","7w8","so/sx"
"1615575469-3918","https://www.personality-database.com/personality_type/1","150 / 36   5   27  ISTJ8w9Integra Hellsing   Hellsing Ultimate","https://www.personality-database.com/profile/2592/integra-hellsing-hellsing-ultimate-mbti-personality-type","","I","S","T","J","8w9","sp/sx"
"1615561940-77","https://www.personality-database.com/personality_type/16","98 / 40   31   12  ENTJ3w2Nancy Pelosi   Government (USA)","https://www.personality-database.com/profile/16059/nancy-pelosi-governmentusa-mbti-personality-type","","E","N","T","J","3w2","so/sp"
"1615563547-539","https://www.personality-database.com/personality_type/15","1473 / 591   1069   778  INTJ1w9Shoto Todoroki   Boku no Hero Academia","https://www.personality-database.com/profile/8931/shoto-todoroki-boku-no-hero-academia-mbti-personality-type","","I","N","T","J","1w9","sp/so"
"1615566976-1422","https://www.personality-database.com/personality_type/11","250 / 110   22   303  INFP9w1BMO   Adventure Time (2010)","https://www.personality-database.com/profile/1744/bmo-adventure-time-2010-mbti-personality-type","","I","N","F","P","9w1","so/sx"
"1615568030-1687","https://www.personality-database.com/personality_type/10","161 / 75   37   40  ENFJ3w4Kawashima Ami   Toradora!","https://www.personality-database.com/profile/12491/kawashima-ami-toradora-mbti-personality-type","","E","N","F","J","3w4","so/sx"
"1615569813-2120","https://www.personality-database.com/personality_type/8","140 / 83   93   43  ISTP6w5Rosaria   Genshin Impact","https://www.personality-database.com/profile/221820/rosaria-genshin-impact-mbti-personality-type","","I","S","T","P","6w5","sp/sx"
"1615564365-772","https://www.personality-database.com/personality_type/14","646 / 303   1059   168  ENTP8w7Tyler Durden   Fight Club (1999)","https://www.personality-database.com/profile/6818/tyler-durden-fight-club-1999-mbti-personality-type","","E","N","T","P","8w7","sx/so"
"1615573378-3192","https://www.personality-database.com/personality_type/4","138 / 57   24   37  ESFJ2w3Futaba Yoshioka   Ao Haru Ride","https://www.personality-database.com/profile/15512/futaba-yoshioka-ao-haru-ride-mbti-personality-type","","E","S","F","J","2w3","so/sx"
"1615571691-2630","https://www.personality-database.com/personality_type/6","137 / 33   38   21  ISFP6w5Krystal (Jung Soo Jung)   K-Pop","https://www.personality-database.com/profile/31825/krystal-jung-soo-jung-kpop-mbti-personality-type","","I","S","T","P","6w5","sp/sx"
"1615562680-297","https://www.personality-database.com/personality_type/15","116 / 65   11   38  INTJ8w9Lust   Fullmetal Alchemist: Brotherhood","https://www.personality-database.com/profile/15735/lust-fullmetal-alchemist-brotherhood-mbti-personality-type","","I","N","T","J","8w9","sp/sx"
"1615569639-2067","https://www.personality-database.com/personality_type/8","113 / 42   33   22  ISTP9w8Adam   Biblical Figures","https://www.personality-database.com/profile/10793/adam-biblical-figures-mbti-personality-type","","I","S","T","P","9w8","sp/sx"
"1615571846-2683","https://www.personality-database.com/personality_type/6","180 / 87   57   47  ISFP1w9Chizome Akaguro ""Stain""   Boku no Hero Academia","https://www.personality-database.com/profile/9010/chizome-akaguro-stain-boku-no-hero-academia-mbti-personality-type","","I","S","F","P","1w9","sx/sp"
"1615571023-2408","https://www.personality-database.com/personality_type/7","157 / 75   11   61  ESTP7w8Casey Gardner   Atypical (2017)","https://www.personality-database.com/profile/12503/casey-gardner-atypical-2017-mbti-personality-type","","E","S","T","P","7w8","so/sx"
"1615571608-2601","https://www.personality-database.com/personality_type/6","122 / 39   36   35  ISFP6w7Nero   Devil May Cry Series","https://www.personality-database.com/profile/8375/nero-devil-may-cry-series-mbti-personality-type","","I","S","F","P","6w7","sp/sx"
"1615570771-2341","https://www.personality-database.com/personality_type/7","122 / 54   34   43  ESTP3w4Madison Montgomery   American Horror Story (2011)","https://www.personality-database.com/profile/19392/madison-montgomery-american-horror-story-2011-mbti-personality-type","","E","S","T","P","3w4","sp/sx"
"1615568223-1733","https://www.personality-database.com/personality_type/10","246 / 108   58   88  ENFJ6w7Bloom   Winx Club (2004)","https://www.personality-database.com/profile/9152/bloom-winx-club-2004-mbti-personality-type","","E","N","F","J","6w7","so/sx"
"1615571716-2640","https://www.personality-database.com/personality_type/6","145 / 66   25   75  ISFP4w5Lucy   Elfen Lied","https://www.personality-database.com/profile/9580/lucy-elfen-lied-mbti-personality-type","","I","S","F","P","4w5","sp/sx"
"1615568021-1685","https://www.personality-database.com/personality_type/10","158 / 48   29   38  ENFJ2w3Athanasia de Alger Obelia   Who Made Me A Princess","https://www.personality-database.com/profile/133017/athanasia-de-alger-obelia-who-made-me-a-princess-mbti-personality-type","","E","N","F","J","2w3","sp/so"
"1615567789-1622","https://www.personality-database.com/personality_type/10","103 / 45   15   16  ENFJ3w2Leonard Peabody/Harold Jenkins   The Umbrella Academy (2019)","https://www.personality-database.com/profile/28684/leonard-peabodyharold-jenkins-the-umbrella-academy-2019-mbti-personality-type","","E","N","F","J","3w2","sx/sp"
"1615566726-1363","https://www.personality-database.com/personality_type/11","178 / 79   69   48  INFP4w5Dylan Klebold   Criminals","https://www.personality-database.com/profile/5898/dylan-klebold-criminals-mbti-personality-type","","I","N","F","P","4w5","sx/so"
"1615570556-2292","https://www.personality-database.com/personality_type/7","104 / 49   34   25  ESTP6w7Machine Gun Kelly   Musicians (USA, Male)","https://www.personality-database.com/profile/20368/machine-gun-kelly-musicians-usa-male-mbti-personality-type","","E","S","T","P","6w7","sx/so"
"1615569799-2116","https://www.personality-database.com/personality_type/8","137 / 47   56   64  ISTP5w6Thomas Brodie-Sangster   Actors (United Kingdom & Ireland)","https://www.personality-database.com/profile/23906/thomas-brodiesangster-actors-united-kingdom-ireland-mbti-personality-type","","I","S","T","P","5w6","sp/sx"
"1615563323-484","https://www.personality-database.com/personality_type/15","380 / 171   40   153  INTJ5w6Annabeth Chase   Camp Half-Blood Chronicles","https://www.personality-database.com/profile/5155/annabeth-chase-camp-halfblood-chronicles-mbti-personality-type","","I","N","T","J","5w6","sp/so"
"1615566385-1282","https://www.personality-database.com/personality_type/12","661 / 283   426   137  ENFP4w3Kanye West   Musicians (USA, Male)","https://www.personality-database.com/profile/1029/kanye-west-musicians-usa-male-mbti-personality-type","","E","N","F","P","4w3","sx/so"
"1615567237-1481","https://www.personality-database.com/personality_type/11","376 / 160   56   206  INFP4w5Luna Lovegood   Harry Potter (Book Series)","https://www.personality-database.com/profile/6784/luna-lovegood-harry-potter-book-series-mbti-personality-type","","I","N","F","P","4w5","sx/sp"
"1615575217-3818","https://www.personality-database.com/personality_type/1","102 / 48   28   3  ISTJ1w2Müge Anlı   Hosts & Presenters","https://www.personality-database.com/profile/102250/mge-anl-hosts-presenters-mbti-personality-type","","I","S","T","J","1w2","sp/so"
"1615574310-3501","https://www.personality-database.com/personality_type/3","283 / 130   36   106  ISFJ9w1Flora   Winx Club (2004)","https://www.personality-database.com/profile/9154/flora-winx-club-2004-mbti-personality-type","","I","S","F","J","9w1","sp/so"
"1615573603-3264","https://www.personality-database.com/personality_type/4","309 / 131   114   58  ESFJ2w3Millie Bobby Brown   Actresses (United Kingdom & Ireland)","https://www.personality-database.com/profile/8971/millie-bobby-brown-actresses-united-kingdom-ireland-mbti-personality-type","","E","S","F","J","2w3","so/sx"
"1615567430-1524","https://www.personality-database.com/personality_type/11","662 / 327   215   582  INFP4w5Vincent van Gogh   Artists","https://www.personality-database.com/profile/4977/vincent-van-gogh-artists-mbti-personality-type","","I","N","F","P","4w5","sx/sp"
"1615567546-1553","https://www.personality-database.com/personality_type/10","76 / 32   28   9  ENFJ6w7Jaune Arc   RWBY (2012)","https://www.personality-database.com/profile/9500/jaune-arc-rwby-2012-mbti-personality-type","","E","N","F","J","6w7","so/sp"
"1615567333-1503","https://www.personality-database.com/personality_type/11","458 / 175   89   363  INFP9w1Newt Scamander   Fantastic Beasts","https://www.personality-database.com/profile/4633/newt-scamander-fantastic-beasts-mbti-personality-type","","I","N","F","P","9w1","sp/so"
"1615571558-2585","https://www.personality-database.com/personality_type/6","116 / 41   18   18  ISFP6w7Jacob Black   Twilight (Franchise)","https://www.personality-database.com/profile/11576/jacob-black-twilight-franchise-mbti-personality-type","","I","S","F","P","6w7","so/sx"
"1615567070-1446","https://www.personality-database.com/personality_type/11","287 / 70   43   60  INFP9w1Brandon Stark   Game of Thrones (2011)","https://www.personality-database.com/profile/1521/brandon-stark-game-of-thrones-2011-mbti-personality-type","","I","N","F","P","9w1","sp/so"
"1615568719-1856","https://www.personality-database.com/personality_type/9","125 / 47   12   64  INFJ1w9Atticus Finch   To Kill a Mockingbird (1962)","https://www.personality-database.com/profile/1180/atticus-finch-to-kill-a-mockingbird-1962-mbti-personality-type","","I","N","F","J","1w9","sp/so"
"1615568396-1774","https://www.personality-database.com/personality_type/10","455 / 176   97   98  ENFJ8w9Isabella (Mom)   Yakusoku no Neverland","https://www.personality-database.com/profile/11207/isabella-mom-yakusoku-no-neverland-mbti-personality-type","","E","N","F","J","8w9","sp/so"
"1615573808-3331","https://www.personality-database.com/personality_type/3","91 / 29   9   20  ISFJ9w8Yasutora “Chad” Sado   Bleach","https://www.personality-database.com/profile/4360/yasutora-chad-sado-bleach-mbti-personality-type","","I","S","F","P","9w8","sp/sx"
"1615564021-670","https://www.personality-database.com/personality_type/14","231 / 110   30   121  ENTP7w8Kuzco   The Emperor's New Groove (2000)","https://www.personality-database.com/profile/13884/kuzco-the-emperors-new-groove-2000-mbti-personality-type","","E","N","T","P","7w8","sp/so"
"1615564626-860","https://www.personality-database.com/personality_type/13","143 / 66   19   65  INTP5w6Dib Membrane   Invader Zim (2001)","https://www.personality-database.com/profile/6175/dib-membrane-invader-zim-2001-mbti-personality-type","","I","N","T","P","5w6","sp/so"
"1615575003-3751","https://www.personality-database.com/personality_type/2","266 / 109   29   63  ESTJ1w2Ayuzawa Misaki   Kaichou wa Maid-sama!","https://www.personality-database.com/profile/9160/ayuzawa-misaki-kaichou-wa-maidsama-mbti-personality-type","","E","S","T","J","1w2","so/sp"
"1615572297-2819","https://www.personality-database.com/personality_type/5","117 / 45   42   25  ESFP3w2Lizzo   Musicians (USA, Female)","https://www.personality-database.com/profile/42469/lizzo-musicians-usa-female-mbti-personality-type","","E","S","F","P","3w2","so/sx"
