notable_figure,mbti_evsi,mbti_svsn,mbti_tvsf,mbti_pvsj,enneagram,insticnt_variant
130 / 54   51   34  INTP5w6Adam Smith   Economics,I,N,T,P,5w6,so/sp
162 / 61   59   52  INFJ1w9Zaheer   The Legend of Korra (2012),I,N,F,J,1w9,sx/sp
434 / 162   34   89  ISTP3w4Disgust   Inside Out (2015),I,S,T,P,3w4,sp/so
69 / 34   1   22  ESFJ2w1Tensei Iida “Ingenium”   Boku no Hero Academia,E,S,F,J,2w1,so/sp
127 / 59   34   86  INFP4w3Andy Warhol   Artists,I,N,F,P,4w3,sp/sx
107 / 48   13   56  ESTJ1w2Dia Kurosawa   Love Live! Sunshine!!,E,S,T,J,1w2,so/sp
91 / 34   60   32  ENTJ7w8Connor Colquhoun (CDawgVA)   Internet Personalities (Other),E,N,T,J,7w8,so/sx
105 / 46   17   42  ISTJ1w9Pakunoda   Hunter X Hunter,I,S,T,J,1w9,sp/so
178 / 121   39   66  ENTP5w4Eloise Bridgerton   Bridgerton (2020),E,N,T,P,5w4,sp/so
"178 / 91   21   47  ISTJ5w6Mirai Sasaki ""Sir Nighteye""   Boku no Hero Academia",I,S,T,J,5w6,sp/so
134 / 46   121   14  ENTP6w7Monark   Gaming,E,N,T,P,6w7,sx/so
146 / 51   8   22  ESFP9w8Pumbaa   The Lion King (Franchise),E,S,F,P,9w8,sx/so
253 / 107   94   68  INTP5w4Bogdan Yakubets   Psychology & Personal Development,I,N,T,P,5w4,so/sx
79 / 25    11  ESFJ2w1Hilda Spellman   Chilling Adventures of Sabrina (2018),E,S,F,J,2w1,null
300 / 118   64   118  ISTP8w9Kirishima Touka   Tokyo Ghoul,I,S,T,P,8w9,sp/sx
"99 / 25   1   30  INFJ1w9Charles Xavier ""Professor X""   Marvel Comics",I,N,F,J,1w9,sp/so
185 / 100   10   46  ENTP8w7Louise Belcher   Bob's Burgers (2011),E,N,T,P,8w7,sp/sx
71 / 30   7   20  ESTJ1w9Earl of Lemongrab   Adventure Time (2010),E,S,T,J,1w9,so/sx
469 / 205   135   192  ISFP9w8Ai Ohto   Wonder Egg Priority,I,S,F,P,9w8,sp/sx
102 / 38   6   32  ISFJ1w2Mumen Rider   One Punch Man,I,S,F,J,1w2,so/sx
978 / 324   438   522  INTP6w5Kakashi Hatake   Naruto Shippūden,I,N,T,P,6w5,sp/so
225 / 92   45   118  ENTP7w8Discord   My Little Pony: Friendship Is Magic (2010),E,N,T,P,7w8,sp/sx
128 / 72   13   20  ESTJ8w7Heather Chandler   Heathers (1989),E,S,T,J,8w7,so/sx
"123 / 46   29   13  ISFP6w7Diana, Princess of Wales   The Crown (2016)",I,S,F,P,6w7,sx/so
184 / 67   58   14  XXXX8w9Mônica   Monica's Gang (Turma da Mônica),E,S,F,J,8w9,so/sx
143 / 45   45   59  ENFJ7w8Ezio Auditore da Firenze   Assassin's Creed,E,N,F,J,7w8,sx/so
118 / 55   33   11  ESTJ3w4Osman   Love 101 (Aşk 101),E,S,T,J,3w4,so/sx
116 / 60   8   26  ISTP8w7Raúl Álvarez (AuronPlay)   General Vloggers,I,S,T,P,8w7,so/sp
115 / 28   61   16  ESTP7w8Andrea Botez   Chess,E,S,T,P,7w8,so/sp
209 / 53   40   62  ENFP9w1Chris Martin   Musicians (United Kingdom & Ireland),E,N,F,P,9w1,sx/so
419 / 200   47   177  ENTP9w8Jake The Dog   Adventure Time (2010),E,N,T,P,9w8,sx/so
543 / 194   123   254  INFJ6w5Obi-Wan Kenobi   Star Wars,I,N,F,J,6w5,so/sp
198 / 89   16   28  ESFJ2w3Claire Standish   The Breakfast Club (1985),E,S,F,J,2w3,so/sp
169 / 64   67   56  ENTP5w4Shigure Sohma   Fruits Basket,E,N,T,P,5w4,sx/sp
605 / 237   800   39  ESTP8w9Jair Bolsonaro   Government (Latin America),E,S,T,P,8w9,sx/so
110 / 49   14   60  INTP9w1Nanachi   Made in Abyss,I,N,T,P,9w1,sp/so
131 / 71   41   50  ISTJ8w9Robert de Niro   Actors (USA),I,S,T,J,8w9,sp/sx
586 / 235   175   218  INFJ1w2Lisa Simpson   The Simpsons (1989),I,N,F,J,1w2,so/sp
196 / 64   108   51  ESTP7w6Lucas (WayV)   K-Pop,E,S,T,P,7w6,so/sx
280 / 118   38   88  ISTP9w8Garnet   Steven Universe (2013),I,S,T,P,9w8,sp/sx
120 / 44   23   43  INTP5w6Blaise Pascal   Mathematics,I,N,T,P,5w6,sp/sx
137 / 65   35   41  INTJ5w6Michael Gray   Peaky Blinders (2013),I,N,T,J,5w6,sp/sx
221 / 87   101   35  ENFJ3w2Drake   Musicians (Canada),E,N,F,J,3w2,so/sp
224 / 80   31   123  ENTP7w6Stan Lee   Writers (Comics),E,N,T,P,7w6,sx/so
267 / 133   77   69  ENFJ4w3Tsumugi Shirogane   Danganronpa V3: Killing Harmony,E,N,F,J,4w3,so/sx
330 / 84   98   19  ESTP6w7George W. Bush   Presidents of the USA,E,S,T,J,6w7,so/sp
240 / 144   20   172  ENTP8w7Runa Yomozuki   Kakegurui,E,N,T,P,8w7,sp/so
1217 / 607   935   658  ENFP4w3Nagito Komaeda   Super Danganronpa 2: Goodbye Despair,E,N,F,P,4w3,so/sx
83 / 40   33   6  ENFJ3w4Luka Magnotta   Criminals,E,N,F,J,3w4,sx/so
122 / 37   5   37  INTJ3w4Wile E. Coyote   Looney Tunes,I,N,T,J,3w4,so/sx
81 / 22   14   14  ENFJ2w3Bono   Musicians (United Kingdom & Ireland),E,N,F,J,2w3,sx/so
418 / 184   180   111  ENTJ9w8Lisa   Genshin Impact,E,N,T,J,9w8,sx/so
237 / 102   44   36  ESTJ3w2Jackie Burkhart   That 70's Show (1998),E,S,T,J,3w2,so/sx
74 / 31   4   8  ENFJ4w3Swift Wind   She-Ra and the Princesses of Power (2018),E,N,F,J,4w3,null
157 / 48   7   39  ENTP5w4Murray Bauman   Stranger Things (2016),E,N,T,P,5w4,sx/sp
333 / 162   22   29  ISTJ1w9Soichiro Yagami   Death Note,I,S,T,J,1w9,sp/so
113 / 43   14   14  ISTP8w9Jessi Glaser   Big Mouth,I,S,T,P,8w9,sp/sx
162 / 54   39   58  ISTP9w8Davie504   Musicians & Music Critics,I,S,T,P,9w8,sp/sx
130 / 40   14   40  ISTP8w7Alex Vause   Orange is the New Black (2013),I,S,T,P,8w7,sp/sx
520 / 205   122   123  ISTJ6w5Pearl   Steven Universe (2013),I,S,T,J,6w5,so/sp
170 / 100   37   64  ENFP7w6Madeline Hatter   Ever After High,E,N,F,P,7w6,so/sx
107 / 50   20   24  ESFP7w6Rise Kujikawa   Persona 4,E,S,F,P,7w6,sx/so
528 / 135   193   121  ENFP7w8Jennifer Lawrence   Actresses (USA),E,N,F,P,7w8,sx/so
117 / 60   7   28  ESTP7w8Dimple   Mob Psycho 100,E,S,T,P,7w8,so/sp
118 / 52   28   75  ISFP4w3Murata Ugetsu   Given,I,S,F,P,4w3,sx/sp
108 / 64   78   15  ESFP8w7Jojo Todynho   Musicians (Brazil),E,S,F,P,8w7,sx/sp
"219 / 67   95   64  ISTP5w4Peter Parker ""Spider-Man""   The Amazing Spider-Man (2012)",I,S,T,P,5w4,sp/sx
305 / 139   91   125  INTJ3w4Felonius Gru   Despicable Me (Franchise),I,N,T,J,3w4,sp/sx
130 / 53   47   44  INTP5w4Matthew Bellamy   Musicians (United Kingdom & Ireland),I,N,T,P,5w4,sx/sp
74 / 24   5   12  ENFJ2w1Tikki   Miraculous: Tales of Ladybug & Cat Noir (2015),E,N,F,J,2w1,so/sx
98 / 39   9   7  ESFJ1w2Rachel Dawes   The Dark Knight Trilogy,E,S,F,J,1w2,so/sx
200 / 136   21   152  INTP5w4Shizuku Murasaki   Hunter X Hunter,I,N,T,P,5w4,sp/sx
74 / 30   7   10  ESFJ6w7Heather McNamara   Heathers,E,S,F,J,6w7,so/sx
708 / 318   605   168  ENTJ3w2Miyuki Shirogane   Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,E,N,T,J,3w2,so/sp
112 / 40   17   52  ESTP8w7He Tian   19 Days,E,S,T,P,8w7,sx/sp
237 / 89   75   49  ESFJ6w7Ann Takamaki   Persona 5,E,S,F,J,6w7,so/sx
"413 / 176   80   307  INFP4w3William Shakespeare   Writers (Literature, Classic)",I,N,F,P,4w3,sx/so
504 / 209   85   182  ISTJ6w5Sakusa Kiyoomi   Haikyuu!!,I,S,T,J,6w5,sp/sx
76 / 32   2   27  ENFJ2w3Evie   Descendants,E,N,F,J,2w3,sx/so
587 / 233   183   272  INFP4w3Ben Solo / Kylo Ren   Star Wars,I,N,F,P,4w3,sx/sp
162 / 42   22   19  ENTJ3w4Philip Blake “The Governor”   The Walking Dead (2010),E,N,T,J,3w4,sp/sx
535 / 152   80   74  ESTJ3w4Cersei Lannister   Game of Thrones (2011),E,S,T,J,3w4,sp/sx
439 / 192   125   147  INTJ3w4Scar   The Lion King (Franchise),I,N,T,J,3w4,sx/so
158 / 75   59   13  ENTJ3w4Zhao   Avatar: The Last Airbender (2005),E,N,T,J,3w4,so/sp
198 / 91   73   19  ESTJ8w7Ozai   Avatar: The Last Airbender (2005),E,S,T,J,8w7,sp/sx
358 / 184   342   33  XXXXHorseshoe Centrist   Centricide (Jreg),X,S,X,P,2w1,sx/sp
163 / 68   45   85  INFP4w5Satou Tatsuhiro   N.H.K ni Youkoso!,I,N,F,P,4w5,sp/sx
185 / 88   83   61  ISFP4w3Khada Jhin   League of Legends,I,S,F,P,4w3,sx/so
293 / 132   33   109  ISTP9w8Vanessa Doofenshmirtz   Phineas and Ferb (2007),I,S,T,P,9w8,sx/sp
293 / 180   97   163  ESFP2w1Minamoto Kou   Jibaku Shounen Hanako-kun,E,S,F,P,2w1,sx/so
90 / 42   5   24  ENTJ8w7Sue Sylvester   Glee (2009),E,N,T,J,8w7,sx/sp
125 / 27   4   33  ISTJ5w6Spock   Star Trek (Kelvin Timeline),I,S,T,J,5w6,sp/so
156 / 49   23   59  ENTP7w6Wei Wuxian   The Untamed (2019),E,N,T,P,7w6,so/sx
123 / 30   16   23  ENFP9w1Rose Lavillant   Miraculous: Tales of Ladybug & Cat Noir (2015),E,N,F,P,9w1,so/sx
265 / 86   157   116  ENFP7w8Ellie   The Last of Us,E,N,F,P,7w8,sx/so
772 / 362   351   343  INTJ5w4Friedrich Nietzsche   Philosophy,I,N,T,J,5w4,sx/sp
"280 / 117   76   86  ENFP8w7Ernesto ""Che"" Guevara   Historical Figures (1900s)",E,N,F,P,8w7,sx/so
134 / 56   2   20  ISFP9w8Scott McCall   Teen Wolf (2011),I,S,F,P,9w8,so/sx
147 / 66   32   42  ISFJ9w1Mashirao Ojiro “Tailman”   Boku no Hero Academia,I,S,F,J,9w1,sp/so
156 / 51   2   38  ENTP5w6Lloyd Asplund   Code Geass,E,N,T,P,5w6,sx/sp
504 / 259   127   113  ESTJ1w2Tenya Iida “Ingenium”   Boku no Hero Academia,E,S,T,J,1w2,so/sp
93 / 27   8   3  ESTJ3w2Alice Cooper   Riverdale (2017),E,S,T,J,3w2,so/sp
188 / 74   17   96  INFJ5w4Al Pacino   Actors (USA),I,N,F,J,5w4,sp/sx
116 / 57   6   36  ENFP7w6Damien   Mean Girls (2004),E,N,F,P,7w6,sp/so
111 / 48   16   85  INFJ4w3Rei Batsubami   Kakegurui,I,N,F,J,4w3,sp/so
152 / 81   7   36  ESTJ1w2Colette Tatou   Ratatouille (2007),E,S,T,J,1w2,sp/sx
120 / 29   74   12  ISTJ3w2Jack Ma   Technology,I,S,T,J,3w2,sp/so
149 / 70   35   112  INTP5w4Gowther   Nanatsu no Taizai,I,N,T,P,5w4,sp/sx
125 / 56   20   40  ENFP6w7Charlie Kelly   It's Always Sunny In Philadelphia,E,N,F,P,6w7,sx/sp
"287 / 116   63   63  ESFP7w6Brendon Urie   Musicians (USA, Male)",E,S,F,P,7w6,sx/so
128 / 36   11   8  ESFP7w8Robert Baratheon   Game of Thrones (2011),E,S,F,P,7w8,sx/so
874 / 299   535   106  INTJ1w2Greta Thunberg   Activists,I,N,T,J,1w2,so/sp
625 / 226   116   120  ENTJ3w4Sheldon J. Plankton   SpongeBob SquarePants (1999),E,N,T,J,3w4,so/sp
163 / 67   70   55  ISFP1w9Blake Belladonna   RWBY (2012),I,S,F,P,1w9,so/sp
97 / 30   5   18  ENTJ1w9Lena Luthor   Supergirl (2015),E,N,T,J,1w9,sp/sx
296 / 126   121   59  ENTJ3w2Jimmy D. Donaldson (MrBeast)   General Vloggers,E,N,T,J,3w2,so/sx
139 / 43   14   29  INTJ5w6Mona Vanderwaal   Pretty Little Liars,I,N,T,J,5w6,sp/so
"68 / 24   48   7  ESTJ6w5Paulinho Kogos   Social, Cultural & Political Commentators",E,S,T,J,6w5,so/sp
209 / 113   50   63  ENFJ4w3Rachel Amber   Life is Strange,E,N,F,J,4w3,sx/so
112 / 41   7   22  ESFJ2w1Kagome Higurashi   InuYasha,E,S,F,J,2w1,so/sx
179 / 95   18   31  ENFJ3w2Hairo Kineshi   Saiki Kusuo no Psi-nan,E,N,F,J,3w2,so/sp
170 / 75   17   33  ISFJ6w5Freddie Benson   iCarly (2007),I,S,F,J,6w5,so/sp
155 / 74   16   33  ESTP7w8Isaac Netero   Hunter X Hunter,E,S,T,P,7w8,so/sx
428 / 137   297   100  ESFJ3w2Paul McCartney   Musicians (United Kingdom & Ireland),E,S,F,J,3w2,so/sp
237 / 116   49   254  INTP5w6Toge Inumaki   Jujutsu Kaisen,I,N,T,P,5w6,sp/so
293 / 76   99   25  INFP6w7Megatron “Meg” Griffin   Family Guy (1999),I,N,F,P,6w7,so/sx
235 / 94   48   62  ESFJ2w1Hiyori Iki   Noragami,E,S,F,J,2w1,so/sx
149 / 57   33   24  ISTP8w9Kohaku   Dr. Stone,I,S,T,P,8w9,sp/so
93 / 35   1   22  ISFJ1w2Pacha   The Emperor's New Groove (2000),I,S,F,J,1w2,sx/sp
"142 / 96   102   64  ENFP2w3Phoebe Bridgers   Musicians (USA, Female)",E,N,F,P,2w3,sx/so
109 / 33   13   8  ESFP8w7Björn Ironside   Vikings (2013),E,S,F,P,8w7,sp/sx
129 / 62   14   9  ISFP7w6Chris Griffin   Family Guy (1999),I,S,F,P,7w6,sx/sp
401 / 166   233   38  ESTP8w9Joe Rogan   Comedians,E,S,T,P,8w9,so/sx
246 / 157   32   210  INFP6w5Panda Bear   We Bare Bears (2014),I,N,F,P,6w5,so/sp
"119 / 54   49   51  INTJ5w4Vlad ""Dracula"" Tepes   Castlevania (2017)",I,N,T,J,5w4,sx/sp
83 / 32   17   11  ESFJ2w3Will Schuester   Glee (2009),E,S,F,J,2w3,sx/so
"220 / 89   120   92  INFJ4w3NF   Musicians (USA, Male)",I,N,F,J,4w3,sx/so
159 / 45   29   18  ENFJ2w3Peter Kavinsky   To All the Boys (trilogy),E,N,F,J,2w3,so/sx
234 / 78   27   133  ENTP7w6Hideyoshi Nagachika   Tokyo Ghoul,E,N,T,P,7w6,sx/so
195 / 98   29   63  ENTP3w4Tom Nook   Animal Crossing,E,N,T,P,3w4,sp/so
315 / 130   135   71  ENTP3w2Oliver   Call Me by Your Name (2017),E,N,T,P,3w2,so/sp
190 / 85   33   122  INFP9w1Qiqi   Genshin Impact,I,N,F,P,9w1,sp/so
101 / 31   9   19  ISFJ2w1Ran Mori (Rachel)   Detective Conan,I,S,F,J,2w1,sp/so
158 / 67   6   90  ENFP7w6Mako Mankanshoku   Kill la Kill,E,N,F,P,7w6,sx/so
330 / 126   63   154  ISTP8w9Roronoa Zoro   One Piece,I,S,T,P,8w9,sp/sx
149 / 57   8   17  ESFJ2w3Effie Trinket   The Hunger Games (Franchise),E,S,F,J,2w3,so/sx
287 / 105   18   113  ENFP7w6Dory   Finding Nemo (Franchise),E,N,F,P,7w6,so/sp
455 / 236   58   309  ENTP3w4Arataka Reigen   Mob Psycho 100,E,N,T,P,3w4,so/sp
286 / 110   74   61  INFJ3w4Eichi Tenshouin   Ensemble Stars!,I,N,T,J,3w4,sx/so
165 / 80   69   46  INFP9w1White Crewmate   Among Us,I,N,F,P,9w1,so/sp
331 / 165   111   209  INFJ6w5Veronica Sawyer   Heathers (1989),I,N,F,J,6w5,sp/sx
114 / 56   8   51  ISFP4w3Lucy Maud Montgomery   Bungou Stray Dogs,I,S,F,P,4w3,sp/so
904 / 390   236   305  ESFP7w8Hinata Shoyo   Haikyuu!!,E,S,F,P,7w8,sx/so
178 / 99   23   67  ESTJ3w2Ningguang   Genshin Impact,E,S,T,J,3w2,so/sp
"74 / 37   5   3  ESTJ1w2Shirley ""Shirl"" Crain   The Haunting (of Hill House)",E,S,T,J,1w2,sp/so
128 / 55   15   45  INFJ9w1Mujika   Yakusoku no Neverland,I,N,F,J,9w1,so/sp
110 / 45   19   13  ESTJ8w9Lyndon B. Johnson   Presidents of the USA,E,S,T,J,8w9,so/sp
132 / 59   25   10  ESTP9w8Nick Dunne   Gone Girl (2014),E,S,T,P,9w8,sp/sx
168 / 59   62   86  INTP5w4Brian May   Musicians (United Kingdom & Ireland),I,N,T,P,5w4,sx/sp
134 / 59   22   49  ENTP8w7Alfie Solomons   Peaky Blinders (2013),E,N,T,P,8w7,sp/so
126 / 52   41   66  ESFP7w8Alois Trancy   Kuroshitsuji,E,S,F,P,7w8,sx/so
527 / 274   140   188  ISTJ6w5Rei Ayanami   Neon Genesis Evangelion,I,S,T,J,6w5,sp/so
239 / 89   18   38  ESTP3w2Buzz Lightyear   Toy Story (Franchise),E,S,T,P,3w2,so/sx
136 / 61   25   90  INFJ2w1Arnold Shortman   Hey Arnold! (1996),I,N,F,J,2w1,so/sp
99 / 46   7   12  ISTJ6w5Barnacle Boy   SpongeBob SquarePants (1999),I,S,T,J,6w5,sp/sx
332 / 144   83   76  ISTP8w9Clint Eastwood   People of Classic Hollywood,I,S,T,P,8w9,sp/sx
209 / 84   13   62  ENFP7w8Lorelai Gilmore   Gilmore Girls (2000),E,N,F,P,7w8,so/sx
211 / 85   43   45  ISTJ6w5Mako   The Legend of Korra (2012),I,S,T,J,6w5,sp/sx
229 / 78   153   15  ISTP6w5Melania Drumpf   First Ladies of the United States,I,S,T,P,6w5,sp/so
135 / 49   33   52  ENTP8w7Donquixote Doflamingo   One Piece,E,N,T,P,8w7,so/sp
143 / 74   31   98  INFP6w5Todd Anderson   Dead Poets Society (1989),I,N,F,P,6w5,sp/so
435 / 219   112   104  ESFP7w8Finn Mertens   Adventure Time (2010),E,S,F,P,7w8,sx/so
126 / 48   27   42  INTJ8w9Brain   Pinky and the Brain,I,N,T,J,8w9,so/sp
149 / 79   27   89  INTP9w8Matsuno Ichimatsu   Osomatsu-san,I,N,T,P,9w8,sp/sx
164 / 77   13   23  ESFJ2w3Lindsay   Total Drama (2007),E,S,F,J,2w3,so/sx
"154 / 58   52   55  ISTP8w7Jason Todd ""Red Hood""   DC Comics",I,S,T,P,8w7,sx/sp
490 / 204   103   292  ENTP7w6Himiko Toga   Boku no Hero Academia,E,N,T,P,7w6,sx/sp
391 / 141   93   244  INTJ4w5Princess Luna   My Little Pony: Friendship Is Magic (2010),I,N,T,J,4w5,sp/sx
314 / 121   519   36  ISFP4w3Elliot Rodger   Criminals,I,S,F,P,4w3,so/sx
144 / 65   18   129  INFP4w5Celty Sturluson   Durarara!!,I,N,F,P,4w5,sp/sx
325 / 214   166   217  ENTP8w7Miya Atsumu   Haikyuu!!,E,N,T,P,8w7,sp/sx
332 / 142   51   152  ENTP7w8Mei Hatsume   Boku no Hero Academia,E,N,T,P,7w8,so/sx
301 / 116   104   182  ENFJ7w6Anya Taylor-Joy   Actresses (United Kingdom & Ireland),E,N,F,J,7w6,so/sx
113 / 32   20   47  ISFP6w7Michael Mell   Be More Chill,I,S,F,P,6w7,so/sx
218 / 99   30   140  ENFP7w6Nejire Hado “Nejire-chan”   Boku no Hero Academia,E,N,F,P,7w6,so/sx
217 / 127   63   124  INTP5w6Pannacotta Fugo   JoJo no Kimyou na Bouken,I,N,T,P,5w6,sp/so
188 / 81   6   58  ISFJ2w1Kara   Detroit: Become Human,I,S,F,J,2w1,sp/so
"131 / 52   7   23  ISTP5w6Sorahiko Torino ""Gran Torino""   Boku no Hero Academia",I,S,T,P,5w6,sp/so
135 / 47   18   44  ISFJ1w2Aziraphale   Good Omens,I,S,F,J,1w2,sp/so
289 / 102   63   86  ESTJ6w5Nami   One Piece,E,S,T,J,6w5,so/sp
136 / 42   3   29  INFP2w1Nunnally vi Britannia   Code Geass,I,N,F,P,2w1,so/sp
169 / 46   55   41  ENFP9w8Eve   Biblical Figures,E,N,F,P,9w8,sx/so
86 / 34   8   42  ENFJ2w1Nausicaä   Nausicaä of the Valley of the Wind (1984),E,N,F,J,2w1,so/sx
96 / 34   67   10  ENFJ3w2Andrés Manuel López Obrador   Government (Latin America),E,N,F,J,3w2,so/sp
309 / 145   64   96  INTJ8w9Michael Corleone   The Godfather,I,N,T,J,8w9,sp/so
224 / 79   172   62  ESFP3w2Im Nayeon (TWICE)   K-Pop,E,S,F,P,3w2,so/sx
284 / 138   87   116  ISFP4w3The Weeknd   Musicians (Canada),I,S,F,P,4w3,sx/sp
853 / 299   207   312  INTJ5w6Stephen Strange “Doctor Strange”   Marvel Cinematic Universe,I,N,T,J,5w6,sp/so
211 / 114   49   51  ESTJ3w4Courtney   Total Drama (2007),E,S,T,J,3w4,sp/so
181 / 52   84   50  INTP9w8Shin-Ae Yoo   I Love Yoo,I,N,T,P,9w8,sp/sx
1958 / 756   1755   123  ESTP8w7Donald Drumpf   Presidents of the USA,E,S,T,P,8w7,so/sx
"181 / 84   50   103  ENFP4w3Hayley Williams   Musicians (USA, Female)",E,N,F,P,4w3,sx/so
173 / 80   19   66  ENTJ8w7Klaus Mikaelson   The Originals,E,N,T,J,8w7,sx/so
127 / 59   27   51  ISTP6w5Clementine   The Walking Dead: The Final Season,I,S,T,P,6w5,sp/so
277 / 165   58   129  ENTJ8w9Fuyuhiko Kuzuryū   Super Danganronpa 2: Goodbye Despair,E,N,T,J,8w9,sp/sx
360 / 150   78   73  ISFP9w8Harry Potter   Harry Potter (Book Series),I,S,F,P,9w8,sp/sx
93 / 57   15   60  ISTJ6w5Kai Satou   Kimi ga Shine (Your Turn to Die),I,S,T,J,6w5,sp/so
111 / 45   2   32  ISTJ1w9Aihara Mei   Citrus,I,S,T,J,1w9,sp/sx
127 / 50   8   61  ENTP7w8Sombra   Overwatch,E,N,T,P,7w8,sp/so
217 / 84   59   71  ISTP9w8Megan Fox   Actresses (USA),I,S,T,P,9w8,sx/sp
389 / 178   69   87  ESTP8w7Stanley Pines “Grunkle Stan”   Gravity Falls (2012),E,S,T,P,8w7,sp/so
89 / 12   2   24  ISFJ6w7Julia Roberts   Actresses (USA),I,S,F,J,6w7,so/sp
164 / 80   9   99  ISTP6w7Kuboyasu Aren   Saiki Kusuo no Psi-nan,I,S,T,P,6w7,sx/sp
383 / 139   144   89  ISTJ1w2Irene (Red Velvet)   K-Pop,I,S,T,J,1w2,sp/so
87 / 41   14   30  ISFJ9w1Erina Pendleton   JoJo no Kimyou na Bouken,I,S,F,J,9w1,sx/sp
129 / 74   10   44  ISTP9w8Trevor Belmont   Castlevania (2017),I,S,T,P,9w8,sp/sx
166 / 67   27   21  ESFP3w4Chloé Bourgeois   Miraculous: Tales of Ladybug & Cat Noir (2015),E,S,F,P,3w4,so/sx
153 / 90   5   43  ENFJ3w2Itsuki Sumeragi   Kakegurui,E,N,F,J,3w2,so/sp
118 / 45   14   51  ESFJ2w3Jo HaSeul (LOONA)   K-Pop,E,S,F,J,2w3,so/sx
127 / 42   14   20  ESFP3w2Might Guy   Naruto Shippūden,E,S,F,P,3w2,so/sx
175 / 80   52   27  ISTJ5w6Anton Ego   Ratatouille (2007),I,S,T,J,5w6,sp/so
128 / 52   26   26  ESTP7w8Scout   Team Fortress 2,E,S,T,P,7w8,sx/so
444 / 202   334   163  ENTJ3w4Griffith   Berserk,E,N,T,J,3w4,so/sx
108 / 38   7   11  ESTJ8w9Cha-Cha   The Umbrella Academy (2019),E,S,T,J,8w9,sp/so
204 / 81   250   42  ENFJ6w7Lula   Government (Latin America),E,N,F,J,6w7,so/sp
544 / 244   205   215  INTP8w7Miya Osamu   Haikyuu!!,I,N,T,P,8w7,so/sx
247 / 105   44   144  INTJ3w4Yuu Otosaka   Charlotte,I,N,T,J,3w4,sp/sx
118 / 52   19   68  ISTP6w5Gin Akutagawa   Bungou Stray Dogs,I,S,T,P,6w5,sp/so
"448 / 235   161   345  ENTP7w8Keigo Takami ""Hawks""   Boku no Hero Academia",E,N,T,P,7w8,so/sx
131 / 51   6   95  INTP5w4Hirotaka Nifuji   Wotaku ni Koi wa Muzukashii,I,N,T,P,5w4,sp/sx
134 / 59   69   52  ENTP3w2Wataru Hibiki   Ensemble Stars!,E,N,T,P,3w2,so/sx
137 / 66   11   54  ENTP7w8Charlie Dalton   Dead Poets Society (1989),E,N,T,P,7w8,sx/so
